AwardID,AwardTitle,Startdate,Enddate,AwardAmount,Type,Investigators,Institutions
1411046,Cold Zone Annealing for Directed Assembly of Multicomponent Block Copolymer Thin Films,6/1/14,5/31/17,325000,Continuing grant,Brian Berry;Alamgir Karim;,University of Akron
1411064,Collaborative Research: Energy Transfer in Strongly Coupled Hybrid Organic-Inorganic Systems,7/1/14,6/30/17,240000,Standard Grant,Stephen Forrest;,University of Michigan Ann Arbor
1411067,Exploring unconventional pairing symmetry in topological materials and novel doped two-dimensional superconductors,8/15/14,7/31/17,750000,Standard Grant,Dale Van Harlingen;Nadya Mason;,University of Illinois at Urbana-Champaign
1411085,Ultrafast Magneto-Plasmonic Effects in Ferrimagnetic Nanomaterials,7/1/14,6/30/17,240000,Continuing grant,Kang Wang;Mohammad Montazeri;,University of California-Los Angeles
1411086,Broadband Nonlinear Absorbing Iridium(III) Complexes: Optimizing the Linear and Nonlinear Absorption via Rational Design,9/1/14,8/31/17,183000,Continuing grant,Wenfang Sun;Svetlana Kilina;,North Dakota State University Fargo
1411102,Systematic Identification of Constitutive Parameters for Crystal Plasticity Models of Non-Cubic Metal Alloys,9/1/14,8/31/17,419916,Standard Grant,Martin Crimp;Thomas Bieler;Philip Eisenlohr;,Michigan State University
1411106,Collaborative Research: GOALI: Experimentally-Validated Computational Approach to Developing and Predicting Kinetics in Anisotropic Systems,9/1/14,8/31/17,199633,Standard Grant,Dallas Trinkle;Chao Jiang;Kaisheng Wu;,University of Illinois at Urbana-Champaign
1411107,Collaborative Research: GOALI: Graphene THz/IR Optics: Fundamentals and Emerging Photonics Applications,9/1/14,8/31/17,292723,Standard Grant,Tony Heinz;Marcus Freitag;Damon Farmer;,Columbia University
1411123,Collaborative Research: Perception and Use of Infrared Radiation by Insects,8/15/14,7/31/17,64996,Continuing grant,Naomi Pierce;,Harvard University
1411126,Collaborative Research: Supramolecular Materials by Nucleic Acid Block Copolymer Self-Assembly,7/15/14,6/30/17,150000,Continuing grant,Ashutosh Chilkoti;Stefan Zauscher;,Duke University
1411133,"Workshop/Collaborative Research: 2014 NSF CAREER Proposal Writing Workshop; University of Maryland, College Park, Maryland; 7-8 April 2014",2/1/14,1/31/15,28860,Standard Grant,Alison Flatau;,University of Maryland College Park
1411144,"Contact, Adhesion and Friction: From Atomic Interactions to Macroscopic Behavior",9/1/14,8/31/18,260000,Continuing grant,Mark Robbins;,Johns Hopkins University
1411154,Collaborative Proposal: A Pan-Chromatic Survey of the Galactic Bulge,8/1/14,7/31/17,219464,Standard Grant,William Clarkson;,University of Michigan Ann Arbor
1411160,Development of ultrathin intermetallics for giant spin Hall effects,9/1/14,8/31/17,419994,Standard Grant,Katayun Barmak;William Bailey;,Columbia University
1411161,"Workshop/Collaborative Research: 2014 NSF CAREER Proposal Writing Workshop; University of Maryland, College Park, Maryland; 7-8 April 2014",2/1/14,1/31/16,21000,Standard Grant,Bradley Kramer;,Kansas State University
1411166,Multiferroic Tunnel Junction with Active Dual Layer Barrier,7/1/14,6/30/17,360000,Standard Grant,Qi Li;,Pennsylvania State Univ University Park
1411174,Short Course on Multi-Scale Computational Approaches for Simulating Polymers and Soft Matter: From Atomistic to Mesoscale,2/1/14,1/31/15,7500,Standard Grant,Dvora Perahia;,Clemson University
1411192,"Design, Synthesis and Modeling of Luminescent Ceramics for Application in Solid State Lighting",7/1/14,6/30/18,320000,Continuing grant,Joanna McKittrick;Shyue Ping Ong;,University of California-San Diego
1411204,"Collaborative Research: New Methods for Inference in the Presence of Instabilities, Weak Identification and Mis-specification",7/31/13,8/31/14,41422,Standard Grant,Atsushi Inoue;,Southern Methodist University
1411209,Terrestrial Gamma Flashes at Ground Level - a Research and Education Program,2/1/15,1/31/17,250001,Standard Grant,Anderson Sunda-Meya;,Xavier University of Louisiana
1411210,Design and Synthesis of Metallic Nanoparticle Interfaces for Enhancing Thermal Stability and Catalytic Behavior,8/15/14,7/31/17,155000,Continuing grant,Robert Walker;Stephen Sofie;,Montana State University
1411214,Photochemical Aging of Asian Particulate Matter: Formation of Oxygenated Polycyclic Aromatic Hydrocarbons,8/15/14,7/31/17,283424,Standard Grant,Staci Simonich;,Oregon State University
1411218,Silicon-Based Porous Ceramics via Freeze-Casting Preceramic Polymers,7/1/14,6/30/18,680000,Standard Grant,Katherine Faber;,California Institute of Technology
1411219,2014-2019 Illinois Louis Stokes Alliance for Minority Participation Project - Senior Level Alliance,9/1/14,8/31/19,2500000,Standard Grant,Angela Henderson;LeRoy Jones II;,Chicago State University
1411221,"Student Support: The 6th CIRP Conference on High Performance Cutting (HPC2014); University of California, Berkeley; June 23-25, 2014",4/1/14,3/31/15,18000,Standard Grant,David Dornfeld;,University of California-Berkeley
1411229,Theoretical Approaches to Multi-Scale Complex Systems,3/15/15,2/28/18,186000,Continuing grant,Zohar Nussinov;,Washington University
1411240,Design and Processing of Conjugated Polymers with High Charge Carrier Mobilities,7/1/14,6/30/17,390000,Standard Grant,Guillermo Bazan;,University of California-Santa Barbara
1411244,EARS: Interference-Aware RF Theory and Design,1/1/14,12/31/15,347789,Standard Grant,Amir Avestimehr;,University of Southern California
1411247,RUI: Synthesis and Characterization of Dicarboximide-functionalized Oxanorbornyl Polymers for Use in Ion Transport Membranes,6/1/14,5/31/17,192000,Standard Grant,Dean Waldow;,Pacific Lutheran University
1411250,Exploring Exchange Interactions at Perovskite Oxide Interfaces,7/15/14,6/30/18,424315,Standard Grant,Yayoi Takamura;,University of California-Davis
1411260,Research Initiation Award: Advancing Research on Data Analysis with High Performance Computing,8/1/14,7/31/16,199361,Standard Grant,Yonghui Wang;,Prairie View A & M University
1411262,Seeing is believing: Submicroscopic visualization of semiflexible polymer networks and extraction of structural and mechanical parameters,7/15/14,6/30/17,180000,Continuing grant,Ernst-Ludwig Florin;,University of Texas at Austin
1411265,Stable But Conflicted Interfaces,11/15/14,10/31/17,420000,Standard Grant,T. Randall Lee;,University of Houston
1411266,Collaborative Research: Summer School for Integrated Computational Materials Education,9/1/14,8/31/17,43676,Continuing grant,Mark Asta;,University of California-Berkeley
1411272,Network Governing Sporulation during Myxococcus Development,7/15/14,6/30/17,599998,Standard Grant,Lee Kroos;Oleg Igoshin;,Michigan State University
1411278,Integrability and turbulence,8/1/14,7/31/17,210000,Continuing grant,Govind Menon;,Brown University
1411280,Fundamental Influences of Grain Size on Oxidation Behavior of Nanocrystalline Alumina-Forming Alloys,9/1/14,8/31/17,356112,Standard Grant,Mark Weaver;,University of Alabama Tuscaloosa
1411292,RUI: Biocompatible Electromechanical Actuators Based on Silk-Conducting Polymer Composites,8/1/14,7/31/17,140000,Continuing grant,Janelle Leger;Amanda Murphy;,Western Washington University
1411301,Hybrid Organic-Inorganic Quantum Dot Superlattices for Photovoltaics,7/1/14,6/30/17,596385,Standard Grant,Zhibin Guan;Matthew Law;,University of California-Irvine
1411309,Collaborative Research: Bedrock nitrogen and the Earth system: From geobiolgical mechanisms to climate change forecasts,9/1/14,8/31/17,160075,Continuing grant,Oliver Chadwick;Bodo Bookhagen;,University of California-Santa Barbara
1411315,"Controlling and Quantifying Two-Level Systems, Disorder and Ideality in Tetrahedrally Bonded Amorphous Thin Films",7/15/14,6/30/15,164914,Standard Grant,Frances Hellman;,University of California-Berkeley
1411320,Ultrathin Deformable Materials and Protective Coatings Bio-inspired by Scaled Skin,7/1/14,6/30/17,280000,Continuing grant,Franck Vernerey;Mark Stoykovich;,University of Colorado at Boulder
1411329,Toolbox for hybrid variable-bandwidth bacterio-mimetic antimicrobials,8/15/14,7/31/17,500000,Standard Grant,Andrea Kasko;Gerard Wong;,University of California-Los Angeles
1411335,Strain-induced modification of nanoscale materials properties,8/15/14,7/31/18,320000,Continuing grant,Eric Fullerton;Oleg Shpyrko;,University of California-San Diego
1411338,Four-Dimensional Probe of Electron Spin-Spin Coupling,8/15/14,7/31/17,590000,Standard Grant,Wilson Ho;Ruqian Wu;,University of California-Irvine
1411344,ICAM - Institute for Complex Adaptive Matter,8/1/14,7/31/16,300000,Standard Grant,Paul Chaikin;Piers Coleman;Daniel Cox;Laura Greene;,University of California-Davis
1411345,Cold atom mixtures of fermions and bosons on a lattice,9/1/14,8/31/17,140000,Continuing grant,Shan-Wen Tsai;,University of California-Riverside
1411349,Solution-Processed Organic Ratchets for Energy Harvesting,7/1/14,6/30/17,400000,Standard Grant,Thuc-Quyen Nguyen;,University of California-Santa Barbara
1411359,Physical Platforms for Topological Quantum Computation,8/15/14,7/31/17,105000,Continuing grant,Kirill Shtengel;,University of California-Riverside
1411368,Collaborative Research: Bedrock nitrogen and the Earth system: From geobiolgical mechanisms to climate change forecasts,9/1/14,8/31/17,268342,Continuing grant,Benjamin Houlton;Randy Dahlgren;,University of California-Davis
1411376,Vacuum Ionization Mass Spectrometry,9/1/14,8/31/17,429516,Standard Grant,Sarah Trimpin;,Wayne State University
1411382,A STRATEGY TO OPTIMIZE THE U.S. OPTICAL/INFRARED SYSTEM IN THE ERA OF THE LARGE SYNOPTIC SURVEY TELESCOPE,2/15/14,1/31/16,249088,Standard Grant,James Lancaster;,National Academy of Sciences
1411385,Controlled Evaluation of Nanoparticle Dissolution Using Atomic Force Microscopy,9/1/14,8/31/17,390000,Standard Grant,Peter Vikesland;,Virginia Polytechnic Institute and State University
1411393,Resonance Phenomena in Wave Scattering,8/15/14,7/31/17,270000,Standard Grant,Stephen Shipman;,Louisiana State University & Agricultural and Mechanical College
1411399,Collaborative Research: Do We Need Something Beyond Cold Dark Matter?,9/15/14,8/31/17,195699,Standard Grant,Alyson Brooks;,Rutgers University New Brunswick
1411403,COLLABORATIVE RESEARCH: A Novel Phylogenetic Approach to the Analysis of Bat Phylogenetics and Morphological Evolution,1/1/14,8/31/14,60336,Standard Grant,Richard Stevens;,Texas Tech University
1411411,Interpreting Data from Trapping of Stochastic Movers,8/15/14,7/31/17,300000,Standard Grant,James Miller;Jeffrey Schenker;,Michigan State University
1411412,Studies in Adaptive and Optimal Control of Stochastic Systems,9/1/14,8/31/17,300000,Standard Grant,Tyrone Duncan;Bozenna Pasik-Duncan;,University of Kansas Center for Research Inc
1411420,"How important is ""colored"" stochasticity for plant population dynamics?",9/1/13,8/31/15,89085,Standard Grant,Elizabeth Crone;,Tufts University
1411435,Fundamental Studies of Nanocrystalline Silicon Hybrids,2/1/15,1/31/18,500000,Standard Grant,Frank Bright;,SUNY at Buffalo
1411438,Degenerate Diffusion in Complex Amphiphilic Network Structures,8/15/14,7/31/17,114210,Continuing grant,Shibin Dai;,New Mexico State University
1411445,Collaborative Research: Perception and Use of Infrared Radiation by Insects,8/15/14,7/31/17,63096,Continuing grant,Nanfang Yu;,Columbia University
1411458,Supramolecular-Surface Photochemistry: Exploring the Excited state Behavior of Confined Molecules Organized on Surfaces,7/1/14,6/30/17,144999,Continuing grant,Vaidhyanathan Ramamurthy;,University of Miami
1411460,Stability and metastability of coherent structures in dissipative PDE,8/1/14,7/31/17,55448,Continuing grant,Margaret Beck;,Trustees of Boston University
1411467,"2014 Hilton Head Workshop for Regenerative Medicine, March 26-29, 2014, in Hilton Head, NC.",4/1/14,9/30/14,22000,Standard Grant,Robert Guldberg;,Georgia Tech Research Corporation
1411476,Evolutionarily Stable Dispersal Strategies in Spatial Models,9/1/14,8/31/17,250000,Standard Grant,Yuan Lou;King Yeung Lam;,Ohio State University
1411482,A Mechanistic Modeling Framework to Link Biochemical Network Signaling and Cell-Decision Processes,7/15/14,6/30/19,844260,Continuing grant,Carlos Lopez;,Vanderbilt University Medical Center
1411495,Preparation of Advanced Nanomaterials from Single Source Designer Precursors,8/1/14,7/31/17,390000,Standard Grant,Kenton Whitmire;Irene Rusakova;,William Marsh Rice University
1411502,Molecular Basis of DNA Specific and Non-Specific Site Recognition by ETS Transcription Factors,7/1/14,6/30/17,510364,Standard Grant,W. Wilson;Gregory Poon;,Washington State University
1411516,GOALI: Real-Time Control of Production Systems for Energy-Efficient Manufacturing: Theory and Applications,8/23/13,8/31/15,149738,Standard Grant,Liang Zhang;,University of Connecticut
1411527,Astrophysical and Astrochemical Tests of Massive Star Formation Theories,8/1/14,7/31/17,388719,Standard Grant,Jonathan Tan;,University of Florida
1411536,A Framework for Thermal Atmospheric Escape from Extrasolar Planets,9/15/14,8/31/17,250300,Standard Grant,Ruth Murray-Clay;,University of California-Santa Barbara
1411538,Mechanism of fungal polysaccharide monooxygenases,8/1/14,7/31/17,499999,Standard Grant,Michael Marletta;,The Scripps Research Institute
1411542,Collaborative Research: Dynamics of caldera-scale rhyolitic magma systems,9/1/14,8/31/19,394726,Standard Grant,Kathleen Keranen;,Cornell University
1411547,Collaborative Research: Gaining a molecular level understanding of the sorption of model organic molecules to engineered soil surrogates,11/15/14,10/31/17,140000,Continuing grant,Robert Cook;David Spivak;,Louisiana State University & Agricultural and Mechanical College
1411552,Collaborative Research: Toward a global timeline of biological and ocean geochemical change during the early Cambrian,9/1/14,8/31/17,232593,Continuing grant,Samuel Bowring;,Massachusetts Institute of Technology
1411560,Integrable PDEs and Hankel operators,9/1/14,8/31/17,182170,Continuing grant,Alexei Rybkin;,University of Alaska Fairbanks Campus
1411563,"Collaborative Research: Variable Circumstellar Disks: Prevalence, Timescales, and Physical Mechanisms",9/15/14,8/31/17,46157,Standard Grant,Kevin Covey;,Lowell Observatory
1411564,Control and Inverse Problems for Differential Equations on Graphs,9/1/14,8/31/17,146500,Standard Grant,Sergei Avdonin;,University of Alaska Fairbanks Campus
1411565,Dissecting the roles of histone H3 lysine 27 mono-methylation in DNA replication,7/1/14,6/30/18,250000,Continuing grant,Yifan Liu;Geoffrey Kapler;,University of Michigan Ann Arbor
1411577,Inverse Problems: Discrete Meets Continuum,8/15/14,7/31/17,181639,Standard Grant,Fernando Guevara Vasquez;,University of Utah
1411594,Collaborative Research: Toward a global timeline of biological and ocean geochemical change during the early Cambrian,9/1/14,8/31/17,280343,Continuing grant,Susannah Porter;,University of California-Santa Barbara
